Date,Year,month,Reservoir A,Storage Change,Storage Gain,Moving Max from Start Date,Initial Collection to Storage,Forward 30-day Moving Minimum,Positive Delta S,Refill Collection,Total Collection to Storage,Regulatory Collection to Storage,Storage Loss,Cumulative Initial Collection Between Reg Collections,Remaining Cumulative Reg Collection,WD,WD from Storage,Regulatory WD
2019-09-24,2019,9,196540,90.0,90.0,207560,0.0,186220.0,0.0,0.0,0.0,90.0,0.0,0.0,520.0,0.0,0.0,0.0
2019-09-25,2019,9,196450,-90.0,0.0,207560,0.0,185060.0,0.0,0.0,0.0,0.0,-90.0,0.0,520.0,0.0,0.0,-90.0
2019-09-26,2019,9,196380,-70.0,0.0,207560,0.0,184350.0,0.0,0.0,0.0,0.0,-70.0,0.0,430.0,0.0,0.0,-70.0
2019-09-27,2019,9,196100,-280.0,0.0,207560,0.0,183810.0,0.0,0.0,0.0,0.0,-280.0,0.0,360.0,0.0,0.0,-280.0
2019-09-28,2019,9,196410,310.0,310.0,207560,0.0,183510.0,0.0,0.0,0.0,310.0,0.0,0.0,390.0,0.0,0.0,0.0
2019-09-29,2019,9,196490,80.0,80.0,207560,0.0,183160.0,0.0,0.0,0.0,80.0,0.0,0.0,470.0,0.0,0.0,0.0
2019-09-30,2019,9,196100,-390.0,0.0,207560,0.0,182180.0,0.0,0.0,0.0,0.0,-390.0,0.0,470.0,0.0,0.0,-390.0
2019-10-01,2019,10,195690,-410.0,0.0,207560,0.0,180420.0,0.0,0.0,0.0,0.0,-410.0,0.0,80.0,-330.0,-330.0,-80.0
2019-10-02,2019,10,195240,-450.0,0.0,207560,0.0,179560.0,0.0,0.0,0.0,0.0,-450.0,0.0,0.0,-450.0,-450.0,0.0
2019-10-03,2019,10,194780,-460.0,0.0,207560,0.0,178330.0,0.0,0.0,0.0,0.0,-460.0,0.0,0.0,-460.0,-460.0,0.0
2019-10-04,2019,10,194390,-390.0,0.0,207560,0.0,177110.0,0.0,0.0,0.0,0.0,-390.0,0.0,0.0,-390.0,-390.0,0.0
2019-10-05,2019,10,193920,-470.0,0.0,207560,0.0,176010.0,0.0,0.0,0.0,0.0,-470.0,0.0,0.0,-470.0,-470.0,0.0
2019-10-06,2019,10,193940,20.0,20.0,207560,0.0,176010.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0
2019-10-07,2019,10,193810,-130.0,0.0,207560,0.0,175970.0,0.0,0.0,0.0,0.0,-130.0,0.0,20.0,-110.0,-110.0,-20.0
2019-10-08,2019,10,192950,-860.0,0.0,207560,0.0,175770.0,0.0,0.0,0.0,0.0,-860.0,0.0,0.0,-860.0,-860.0,0.0
2019-10-09,2019,10,192020,-930.0,0.0,207560,0.0,175430.0,0.0,0.0,0.0,0.0,-930.0,0.0,0.0,-930.0,-930.0,0.0
2019-10-10,2019,10,191400,-620.0,0.0,207560,0.0,175370.0,0.0,0.0,0.0,0.0,-620.0,0.0,0.0,-620.0,-620.0,0.0
2019-10-11,2019,10,190800,-600.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-600.0,0.0,0.0,-600.0,-600.0,0.0
2019-10-12,2019,10,190520,-280.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-280.0,0.0,0.0,-280.0,-280.0,0.0
2019-10-13,2019,10,190220,-300.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,-300.0,-300.0,0.0
2019-10-14,2019,10,190160,-60.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,-60.0,-60.0,0.0
2019-10-15,2019,10,190220,60.0,60.0,207560,0.0,175350.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0
2019-10-16,2019,10,190290,70.0,70.0,207560,0.0,175350.0,0.0,0.0,0.0,70.0,0.0,0.0,130.0,0.0,0.0,0.0
2019-10-17,2019,10,190290,0.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0
2019-10-18,2019,10,189670,-620.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-620.0,0.0,130.0,-490.0,-490.0,-130.0
2019-10-19,2019,10,189010,-660.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-660.0,0.0,0.0,-660.0,-660.0,0.0
2019-10-20,2019,10,188310,-700.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-700.0,0.0,0.0,-700.0,-700.0,0.0
2019-10-21,2019,10,187650,-660.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-660.0,0.0,0.0,-660.0,-660.0,0.0
2019-10-22,2019,10,187080,-570.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-570.0,0.0,0.0,-570.0,-570.0,0.0
2019-10-23,2019,10,186220,-860.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-860.0,0.0,0.0,-860.0,-860.0,0.0
2019-10-24,2019,10,185060,-1160.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-1160.0,0.0,0.0,-1160.0,-1160.0,0.0
2019-10-25,2019,10,184350,-710.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-710.0,0.0,0.0,-710.0,-710.0,0.0
2019-10-26,2019,10,183810,-540.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-540.0,0.0,0.0,-540.0,-540.0,0.0
2019-10-27,2019,10,183510,-300.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-300.0,0.0,0.0,-300.0,-300.0,0.0
2019-10-28,2019,10,183160,-350.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-350.0,0.0,0.0,-350.0,-350.0,0.0
2019-10-29,2019,10,182180,-980.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-980.0,0.0,0.0,-980.0,-980.0,0.0
2019-10-30,2019,10,180420,-1760.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-1760.0,0.0,0.0,-1760.0,-1760.0,0.0
2019-10-31,2019,10,179560,-860.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-860.0,0.0,0.0,-860.0,-860.0,0.0
2019-11-01,2019,11,178330,-1230.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-1230.0,0.0,0.0,-1230.0,-1230.0,0.0
2019-11-02,2019,11,177110,-1220.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-1220.0,0.0,0.0,-1220.0,-1220.0,0.0
2019-11-03,2019,11,176010,-1100.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-1100.0,0.0,0.0,-1100.0,-1100.0,0.0
2019-11-04,2019,11,176010,0.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-05,2019,11,175970,-40.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-40.0,0.0,0.0,-40.0,-40.0,0.0
2019-11-06,2019,11,175770,-200.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-200.0,0.0,0.0,-200.0,-200.0,0.0
2019-11-07,2019,11,175430,-340.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-340.0,0.0,0.0,-340.0,-340.0,0.0
2019-11-08,2019,11,175370,-60.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,-60.0,-60.0,0.0
2019-11-09,2019,11,175350,-20.0,0.0,207560,0.0,175350.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-20.0,-20.0,0.0
2019-11-10,2019,11,175610,260.0,260.0,207560,0.0,175610.0,260.0,260.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-11,2019,11,176010,400.0,400.0,207560,0.0,176010.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-12,2019,11,176440,430.0,430.0,207560,0.0,176440.0,430.0,430.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-13,2019,11,176800,360.0,360.0,207560,0.0,176780.0,340.0,340.0,340.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0
2019-11-14,2019,11,177230,430.0,430.0,207560,0.0,176780.0,0.0,0.0,0.0,430.0,0.0,0.0,450.0,0.0,0.0,0.0
2019-11-15,2019,11,177600,370.0,370.0,207560,0.0,176780.0,0.0,0.0,0.0,370.0,0.0,0.0,820.0,0.0,0.0,0.0
2019-11-16,2019,11,178250,650.0,650.0,207560,0.0,176780.0,0.0,0.0,0.0,650.0,0.0,0.0,1470.0,0.0,0.0,0.0
2019-11-17,2019,11,178390,140.0,140.0,207560,0.0,176780.0,0.0,0.0,0.0,140.0,0.0,0.0,1610.0,0.0,0.0,0.0
2019-11-18,2019,11,178720,330.0,330.0,207560,0.0,176780.0,0.0,0.0,0.0,330.0,0.0,0.0,1940.0,0.0,0.0,0.0
2019-11-19,2019,11,178900,180.0,180.0,207560,0.0,176780.0,0.0,0.0,0.0,180.0,0.0,0.0,2120.0,0.0,0.0,0.0
2019-11-20,2019,11,178700,-200.0,0.0,207560,0.0,176780.0,0.0,0.0,0.0,0.0,-200.0,0.0,2120.0,0.0,0.0,-200.0
2019-11-21,2019,11,178540,-160.0,0.0,207560,0.0,176780.0,0.0,0.0,0.0,0.0,-160.0,0.0,1920.0,0.0,0.0,-160.0
2019-11-22,2019,11,178040,-500.0,0.0,207560,0.0,176780.0,0.0,0.0,0.0,0.0,-500.0,0.0,1760.0,0.0,0.0,-500.0
2019-11-23,2019,11,177470,-570.0,0.0,207560,0.0,176780.0,0.0,0.0,0.0,0.0,-570.0,0.0,1260.0,0.0,0.0,-570.0
2019-11-24,2019,11,177070,-400.0,0.0,207560,0.0,176780.0,0.0,0.0,0.0,0.0,-400.0,0.0,690.0,0.0,0.0,-400.0
2019-11-25,2019,11,176780,-290.0,0.0,207560,0.0,176780.0,0.0,0.0,0.0,0.0,-290.0,0.0,290.0,0.0,0.0,-290.0
2019-11-26,2019,11,177030,250.0,250.0,207560,0.0,176980.0,200.0,200.0,200.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0
2019-11-27,2019,11,177050,20.0,20.0,207560,0.0,176980.0,0.0,0.0,0.0,20.0,0.0,0.0,70.0,0.0,0.0,0.0
2019-11-28,2019,11,177070,20.0,20.0,207560,0.0,176980.0,0.0,0.0,0.0,20.0,0.0,0.0,90.0,0.0,0.0,0.0
2019-11-29,2019,11,177050,-20.0,0.0,207560,0.0,176980.0,0.0,0.0,0.0,0.0,-20.0,0.0,90.0,0.0,0.0,-20.0
2019-11-30,2019,11,176980,-70.0,0.0,207560,0.0,176980.0,0.0,0.0,0.0,0.0,-70.0,0.0,70.0,0.0,0.0,-70.0
2019-12-01,2019,12,177390,410.0,410.0,207560,0.0,177390.0,410.0,410.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-02,2019,12,178700,1310.0,1310.0,207560,0.0,177820.0,430.0,430.0,430.0,880.0,0.0,0.0,880.0,0.0,0.0,0.0
2019-12-03,2019,12,179130,430.0,430.0,207560,0.0,177760.0,0.0,0.0,0.0,430.0,0.0,0.0,1310.0,0.0,0.0,0.0
2019-12-04,2019,12,179170,40.0,40.0,207560,0.0,177660.0,0.0,0.0,0.0,40.0,0.0,0.0,1350.0,0.0,0.0,0.0
2019-12-05,2019,12,178940,-230.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-230.0,0.0,1350.0,0.0,0.0,-230.0
2019-12-06,2019,12,178560,-380.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-380.0,0.0,1120.0,0.0,0.0,-380.0
2019-12-07,2019,12,179150,590.0,590.0,207560,0.0,177660.0,0.0,0.0,0.0,590.0,0.0,0.0,1330.0,0.0,0.0,0.0
2019-12-08,2019,12,180880,1730.0,1730.0,207560,0.0,177660.0,0.0,0.0,0.0,1730.0,0.0,0.0,3060.0,0.0,0.0,0.0
2019-12-09,2019,12,181060,180.0,180.0,207560,0.0,177660.0,0.0,0.0,0.0,180.0,0.0,0.0,3240.0,0.0,0.0,0.0
2019-12-10,2019,12,180670,-390.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-390.0,0.0,3240.0,0.0,0.0,-390.0
2019-12-11,2019,12,180860,190.0,190.0,207560,0.0,177660.0,0.0,0.0,0.0,190.0,0.0,0.0,3040.0,0.0,0.0,0.0
2019-12-12,2019,12,180900,40.0,40.0,207560,0.0,177660.0,0.0,0.0,0.0,40.0,0.0,0.0,3080.0,0.0,0.0,0.0
2019-12-13,2019,12,181130,230.0,230.0,207560,0.0,177660.0,0.0,0.0,0.0,230.0,0.0,0.0,3310.0,0.0,0.0,0.0
2019-12-14,2019,12,181640,510.0,510.0,207560,0.0,177660.0,0.0,0.0,0.0,510.0,0.0,0.0,3820.0,0.0,0.0,0.0
2019-12-15,2019,12,181930,290.0,290.0,207560,0.0,177660.0,0.0,0.0,0.0,290.0,0.0,0.0,4110.0,0.0,0.0,0.0
2019-12-16,2019,12,181850,-80.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-80.0,0.0,4110.0,0.0,0.0,-80.0
2019-12-17,2019,12,181350,-500.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-500.0,0.0,4030.0,0.0,0.0,-500.0
2019-12-18,2019,12,180960,-390.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-390.0,0.0,3530.0,0.0,0.0,-390.0
2019-12-19,2019,12,180360,-600.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-600.0,0.0,3140.0,0.0,0.0,-600.0
2019-12-20,2019,12,179680,-680.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-680.0,0.0,2540.0,0.0,0.0,-680.0
2019-12-21,2019,12,179210,-470.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-470.0,0.0,1860.0,0.0,0.0,-470.0
2019-12-22,2019,12,178820,-390.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-390.0,0.0,1390.0,0.0,0.0,-390.0
2019-12-23,2019,12,178470,-350.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-350.0,0.0,1000.0,0.0,0.0,-350.0
2019-12-24,2019,12,178270,-200.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-200.0,0.0,650.0,0.0,0.0,-200.0
2019-12-25,2019,12,178290,20.0,20.0,207560,0.0,177660.0,0.0,0.0,0.0,20.0,0.0,0.0,470.0,0.0,0.0,0.0
2019-12-26,2019,12,178210,-80.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-80.0,0.0,470.0,0.0,0.0,-80.0
2019-12-27,2019,12,178110,-100.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-100.0,0.0,390.0,0.0,0.0,-100.0
2019-12-28,2019,12,177960,-150.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-150.0,0.0,290.0,0.0,0.0,-150.0
2019-12-29,2019,12,177860,-100.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-100.0,0.0,140.0,0.0,0.0,-100.0
2019-12-30,2019,12,177860,0.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
2019-12-31,2019,12,177820,-40.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-40.0,0.0,40.0,0.0,0.0,-40.0
2020-01-01,2020,1,177760,-60.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,-60.0,-60.0,0.0
2020-01-02,2020,1,177660,-100.0,0.0,207560,0.0,177660.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,-100.0,-100.0,0.0
2020-01-03,2020,1,177800,140.0,140.0,207560,0.0,177800.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,2020,1,177900,100.0,100.0,207560,0.0,177900.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,2020,1,178000,100.0,100.0,207560,0.0,178000.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,2020,1,178250,250.0,250.0,207560,0.0,178250.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,2020,1,178520,270.0,270.0,207560,0.0,178520.0,270.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,2020,1,178940,420.0,420.0,207560,0.0,178940.0,420.0,420.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,2020,1,179420,480.0,480.0,207560,0.0,179420.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,2020,1,179970,550.0,550.0,207560,0.0,179970.0,550.0,550.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,2020,1,180400,430.0,430.0,207560,0.0,180400.0,430.0,430.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,2020,1,180780,380.0,380.0,207560,0.0,180780.0,380.0,380.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,2020,1,181190,410.0,410.0,207560,0.0,181190.0,410.0,410.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,2020,1,181680,490.0,490.0,207560,0.0,181680.0,490.0,490.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,2020,1,182160,480.0,480.0,207560,0.0,182160.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,2020,1,182810,650.0,650.0,207560,0.0,182410.0,250.0,250.0,250.0,400.0,0.0,0.0,400.0,0.0,0.0,0.0
2020-01-17,2020,1,183350,540.0,540.0,207560,0.0,182080.0,0.0,0.0,0.0,540.0,0.0,0.0,940.0,0.0,0.0,0.0
2020-01-18,2020,1,183810,460.0,460.0,207560,0.0,182080.0,0.0,0.0,0.0,460.0,0.0,0.0,1400.0,0.0,0.0,0.0
2020-01-19,2020,1,183990,180.0,180.0,207560,0.0,182080.0,0.0,0.0,0.0,180.0,0.0,0.0,1580.0,0.0,0.0,0.0
2020-01-20,2020,1,183970,-20.0,0.0,207560,0.0,182080.0,0.0,0.0,0.0,0.0,-20.0,0.0,1580.0,0.0,0.0,-20.0
2020-01-21,2020,1,183890,-80.0,0.0,207560,0.0,182080.0,0.0,0.0,0.0,0.0,-80.0,0.0,1560.0,0.0,0.0,-80.0
2020-01-22,2020,1,183850,-40.0,0.0,207560,0.0,182080.0,0.0,0.0,0.0,0.0,-40.0,0.0,1480.0,0.0,0.0,-40.0
2020-01-23,2020,1,183760,-90.0,0.0,207560,0.0,182080.0,0.0,0.0,0.0,0.0,-90.0,0.0,1440.0,0.0,0.0,-90.0
2020-01-24,2020,1,183660,-100.0,0.0,207560,0.0,182080.0,0.0,0.0,0.0,0.0,-100.0,0.0,1350.0,0.0,0.0,-100.0
2020-01-25,2020,1,183640,-20.0,0.0,207560,0.0,182000.0,0.0,0.0,0.0,0.0,-20.0,0.0,1250.0,0.0,0.0,-20.0
2020-01-26,2020,1,184020,380.0,380.0,207560,0.0,181980.0,0.0,0.0,0.0,380.0,0.0,0.0,1610.0,0.0,0.0,0.0
2020-01-27,2020,1,184390,370.0,370.0,207560,0.0,181980.0,0.0,0.0,0.0,370.0,0.0,0.0,1980.0,0.0,0.0,0.0
2020-01-28,2020,1,184660,270.0,270.0,207560,0.0,181910.0,0.0,0.0,0.0,270.0,0.0,0.0,2250.0,0.0,0.0,0.0
2020-01-29,2020,1,184700,40.0,40.0,207560,0.0,181830.0,0.0,0.0,0.0,40.0,0.0,0.0,2290.0,0.0,0.0,0.0
2020-01-30,2020,1,184660,-40.0,0.0,207560,0.0,181730.0,0.0,0.0,0.0,0.0,-40.0,0.0,2290.0,0.0,0.0,-40.0
2020-01-31,2020,1,184730,70.0,70.0,207560,0.0,181620.0,0.0,0.0,0.0,70.0,0.0,0.0,2320.0,0.0,0.0,0.0
2020-02-01,2020,2,184410,-320.0,0.0,207560,0.0,181500.0,0.0,0.0,0.0,0.0,-320.0,0.0,2320.0,0.0,0.0,-320.0
2020-02-02,2020,2,183850,-560.0,0.0,207560,0.0,181440.0,0.0,0.0,0.0,0.0,-560.0,0.0,2000.0,0.0,0.0,-560.0
2020-02-03,2020,2,183470,-380.0,0.0,207560,0.0,181420.0,0.0,0.0,0.0,0.0,-380.0,0.0,1440.0,0.0,0.0,-380.0
2020-02-04,2020,2,183010,-460.0,0.0,207560,0.0,181400.0,0.0,0.0,0.0,0.0,-460.0,0.0,1060.0,0.0,0.0,-460.0
2020-02-05,2020,2,182540,-470.0,0.0,207560,0.0,181380.0,0.0,0.0,0.0,0.0,-470.0,0.0,600.0,0.0,0.0,-470.0
2020-02-06,2020,2,182660,120.0,120.0,207560,0.0,181270.0,0.0,0.0,0.0,120.0,0.0,0.0,250.0,0.0,0.0,0.0
2020-02-07,2020,2,182810,150.0,150.0,207560,0.0,181270.0,0.0,0.0,0.0,150.0,0.0,0.0,400.0,0.0,0.0,0.0
2020-02-08,2020,2,182660,-150.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-150.0,0.0,400.0,0.0,0.0,-150.0
2020-02-09,2020,2,182430,-230.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-230.0,0.0,250.0,0.0,0.0,-230.0
2020-02-10,2020,2,182410,-20.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,0.0,-20.0
2020-02-11,2020,2,182450,40.0,40.0,207560,0.0,181270.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0
2020-02-12,2020,2,182560,110.0,110.0,207560,0.0,181270.0,0.0,0.0,0.0,110.0,0.0,0.0,150.0,0.0,0.0,0.0
2020-02-13,2020,2,182520,-40.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-40.0,0.0,150.0,0.0,0.0,-40.0
2020-02-14,2020,2,182430,-90.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-90.0,0.0,110.0,0.0,0.0,-90.0
2020-02-15,2020,2,182080,-350.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-350.0,0.0,20.0,-330.0,-330.0,-20.0
2020-02-16,2020,2,182080,0.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,2020,2,182140,60.0,60.0,207560,0.0,181270.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0
2020-02-18,2020,2,182160,20.0,20.0,207560,0.0,181270.0,0.0,0.0,0.0,20.0,0.0,0.0,80.0,0.0,0.0,0.0
2020-02-19,2020,2,182200,40.0,40.0,207560,0.0,181270.0,0.0,0.0,0.0,40.0,0.0,0.0,120.0,0.0,0.0,0.0
2020-02-20,2020,2,182200,0.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0
2020-02-21,2020,2,182180,-20.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-20.0,0.0,120.0,0.0,0.0,-20.0
2020-02-22,2020,2,182120,-60.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-60.0,0.0,100.0,0.0,0.0,-60.0
2020-02-23,2020,2,182000,-120.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-120.0,0.0,40.0,-80.0,-80.0,-40.0
2020-02-24,2020,2,181980,-20.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-20.0,-20.0,0.0
2020-02-25,2020,2,182020,40.0,40.0,207560,0.0,181270.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0
2020-02-26,2020,2,181910,-110.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-110.0,0.0,40.0,-70.0,-70.0,-40.0
2020-02-27,2020,2,181830,-80.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-80.0,0.0,0.0,-80.0,-80.0,0.0
2020-02-28,2020,2,181730,-100.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,-100.0,-100.0,0.0
2020-02-29,2020,2,181620,-110.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-110.0,0.0,0.0,-110.0,-110.0,0.0
2020-03-01,2020,3,181500,-120.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-120.0,0.0,0.0,-120.0,-120.0,0.0
2020-03-02,2020,3,181440,-60.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,-60.0,-60.0,0.0
2020-03-03,2020,3,181420,-20.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-20.0,-20.0,0.0
2020-03-04,2020,3,181400,-20.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-20.0,-20.0,0.0
2020-03-05,2020,3,181380,-20.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-20.0,-20.0,0.0
2020-03-06,2020,3,181270,-110.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,-110.0,0.0,0.0,-110.0,-110.0,0.0
2020-03-07,2020,3,181270,0.0,0.0,207560,0.0,181270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,2020,3,181330,60.0,60.0,207560,0.0,181330.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,2020,3,181540,210.0,210.0,207560,0.0,181540.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,2020,3,181660,120.0,120.0,207560,0.0,181540.0,0.0,0.0,0.0,120.0,0.0,0.0,120.0,0.0,0.0,0.0
2020-03-11,2020,3,181620,-40.0,0.0,207560,0.0,181540.0,0.0,0.0,0.0,0.0,-40.0,0.0,120.0,0.0,0.0,-40.0
2020-03-12,2020,3,181540,-80.0,0.0,207560,0.0,181540.0,0.0,0.0,0.0,0.0,-80.0,0.0,80.0,0.0,0.0,-80.0
2020-03-13,2020,3,181580,40.0,40.0,207560,0.0,181580.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,2020,3,181810,230.0,230.0,207560,0.0,181810.0,230.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-15,2020,3,183040,1230.0,1230.0,207560,0.0,183040.0,1230.0,1230.0,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,2020,3,186010,2970.0,2970.0,207560,0.0,186010.0,2970.0,2970.0,2970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-17,2020,3,187310,1300.0,1300.0,207560,0.0,186910.0,900.0,900.0,900.0,400.0,0.0,0.0,400.0,0.0,0.0,0.0
2020-03-18,2020,3,187720,410.0,410.0,207560,0.0,186910.0,0.0,0.0,0.0,410.0,0.0,0.0,810.0,0.0,0.0,0.0
2020-03-19,2020,3,187990,270.0,270.0,207560,0.0,186910.0,0.0,0.0,0.0,270.0,0.0,0.0,1080.0,0.0,0.0,0.0
