Date,Year,month,Reservoir A,Storage Change,Storage Gain,Moving Max from Start Date,Initial Collection to Storage,Forward 30-day Moving Minimum,Positive Delta S,Refill Collection,Total Collection to Storage,Regulatory Collection to Storage,Storage Loss,Cumulative Initial Collection Between Reg Collections,Remaining Cumulative Reg Collection,WD,WD from Storage,Regulatory WD
2017-12-31,2017,12,192770,,0.0,192770,,180590.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,2018,1,193200,430.0,430.0,193200,430.0,180590.0,0.0,0.0,430.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0
2018-01-02,2018,1,193720,520.0,520.0,193720,520.0,180590.0,0.0,0.0,520.0,0.0,0.0,950.0,0.0,0.0,0.0,0.0
2018-01-03,2018,1,194090,370.0,370.0,194090,370.0,180590.0,0.0,0.0,370.0,0.0,0.0,1320.0,0.0,0.0,0.0,0.0
2018-01-04,2018,1,194780,690.0,690.0,194780,690.0,180590.0,0.0,0.0,690.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.0
2018-01-05,2018,1,195360,580.0,580.0,195360,580.0,180590.0,0.0,0.0,580.0,0.0,0.0,2590.0,0.0,0.0,0.0,0.0
2018-01-06,2018,1,196210,850.0,850.0,196210,850.0,180590.0,0.0,0.0,850.0,0.0,0.0,3440.0,0.0,0.0,0.0,0.0
2018-01-07,2018,1,197470,1260.0,1260.0,197470,1260.0,180590.0,0.0,0.0,1260.0,0.0,0.0,4700.0,0.0,0.0,0.0,0.0
2018-01-08,2018,1,197280,-190.0,0.0,197470,0.0,180590.0,0.0,0.0,0.0,0.0,-190.0,4700.0,0.0,-190.0,-190.0,0.0
2018-01-09,2018,1,197580,300.0,300.0,197580,110.0,180590.0,0.0,0.0,110.0,190.0,0.0,4620.0,190.0,0.0,0.0,0.0
2018-01-10,2018,1,196450,-1130.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-1130.0,4620.0,190.0,-940.0,-1130.0,0.0
2018-01-11,2018,1,195320,-1130.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-1130.0,3490.0,190.0,-940.0,-1130.0,0.0
2018-01-12,2018,1,194130,-1190.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-1190.0,2360.0,190.0,-1000.0,-1190.0,0.0
2018-01-13,2018,1,192750,-1380.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-1380.0,1170.0,190.0,-1190.0,-1170.0,-210.0
2018-01-14,2018,1,191230,-1520.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-1520.0,0.0,0.0,-1540.0,-1520.0,0.0
2018-01-15,2018,1,189260,-1970.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-1970.0,0.0,0.0,-1970.0,-1970.0,0.0
2018-01-16,2018,1,187880,-1380.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-1380.0,0.0,0.0,-1380.0,-1380.0,0.0
2018-01-17,2018,1,186680,-1200.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-1200.0,0.0,0.0,-1200.0,-1200.0,0.0
2018-01-18,2018,1,185420,-1260.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-1260.0,0.0,0.0,-1260.0,-1260.0,0.0
2018-01-19,2018,1,183910,-1510.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-1510.0,0.0,0.0,-1510.0,-1510.0,0.0
2018-01-20,2018,1,182000,-1910.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-1910.0,0.0,0.0,-1910.0,-1910.0,0.0
2018-01-21,2018,1,181250,-750.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-750.0,0.0,0.0,-750.0,-750.0,0.0
2018-01-22,2018,1,180840,-410.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-410.0,0.0,0.0,-410.0,-410.0,0.0
2018-01-23,2018,1,180630,-210.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-210.0,0.0,0.0,-210.0,-210.0,0.0
2018-01-24,2018,1,180590,-40.0,0.0,197580,0.0,180590.0,0.0,0.0,0.0,0.0,-40.0,0.0,0.0,-40.0,-40.0,0.0
2018-01-25,2018,1,180630,40.0,40.0,197580,0.0,180630.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-26,2018,1,180730,100.0,100.0,197580,0.0,180630.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
2018-01-27,2018,1,180630,-100.0,0.0,197580,0.0,180630.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,0.0,0.0,-100.0
2018-01-28,2018,1,181020,390.0,390.0,197580,0.0,180920.0,290.0,290.0,290.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
2018-01-29,2018,1,181420,400.0,400.0,197580,0.0,180920.0,0.0,0.0,0.0,400.0,0.0,0.0,500.0,0.0,0.0,0.0
2018-01-30,2018,1,181660,240.0,240.0,197580,0.0,180920.0,0.0,0.0,0.0,240.0,0.0,0.0,740.0,0.0,0.0,0.0
2018-01-31,2018,1,181850,190.0,190.0,197580,0.0,180920.0,0.0,0.0,0.0,190.0,0.0,0.0,930.0,0.0,0.0,0.0
2018-02-01,2018,2,182140,290.0,290.0,197580,0.0,180920.0,0.0,0.0,0.0,290.0,0.0,0.0,1220.0,0.0,0.0,0.0
2018-02-02,2018,2,182240,100.0,100.0,197580,0.0,180920.0,0.0,0.0,0.0,100.0,0.0,0.0,1320.0,0.0,0.0,0.0
2018-02-03,2018,2,182160,-80.0,0.0,197580,0.0,180920.0,0.0,0.0,0.0,0.0,-80.0,0.0,1320.0,0.0,0.0,-80.0
2018-02-04,2018,2,181960,-200.0,0.0,197580,0.0,180920.0,0.0,0.0,0.0,0.0,-200.0,0.0,1240.0,0.0,0.0,-200.0
2018-02-05,2018,2,181620,-340.0,0.0,197580,0.0,180920.0,0.0,0.0,0.0,0.0,-340.0,0.0,1040.0,0.0,0.0,-340.0
2018-02-06,2018,2,181520,-100.0,0.0,197580,0.0,180920.0,0.0,0.0,0.0,0.0,-100.0,0.0,700.0,0.0,0.0,-100.0
2018-02-07,2018,2,181350,-170.0,0.0,197580,0.0,180920.0,0.0,0.0,0.0,0.0,-170.0,0.0,600.0,0.0,0.0,-170.0
2018-02-08,2018,2,181210,-140.0,0.0,197580,0.0,180920.0,0.0,0.0,0.0,0.0,-140.0,0.0,430.0,0.0,0.0,-140.0
2018-02-09,2018,2,181150,-60.0,0.0,197580,0.0,180920.0,0.0,0.0,0.0,0.0,-60.0,0.0,290.0,0.0,0.0,-60.0
2018-02-10,2018,2,180920,-230.0,0.0,197580,0.0,180920.0,0.0,0.0,0.0,0.0,-230.0,0.0,230.0,0.0,0.0,-230.0
2018-02-11,2018,2,181330,410.0,410.0,197580,0.0,181330.0,410.0,410.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-12,2018,2,181890,560.0,560.0,197580,0.0,181890.0,560.0,560.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-13,2018,2,182270,380.0,380.0,197580,0.0,182270.0,380.0,380.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14,2018,2,182390,120.0,120.0,197580,0.0,182390.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-15,2018,2,182560,170.0,170.0,197580,0.0,182560.0,170.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-16,2018,2,182910,350.0,350.0,197580,0.0,182910.0,350.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-17,2018,2,183160,250.0,250.0,197580,0.0,183160.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-18,2018,2,183260,100.0,100.0,197580,0.0,183260.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-19,2018,2,183600,340.0,340.0,197580,0.0,183600.0,340.0,340.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-20,2018,2,183910,310.0,310.0,197580,0.0,183910.0,310.0,310.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-21,2018,2,184140,230.0,230.0,197580,0.0,184140.0,230.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-22,2018,2,184390,250.0,250.0,197580,0.0,184390.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-23,2018,2,184620,230.0,230.0,197580,0.0,184620.0,230.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-24,2018,2,184980,360.0,360.0,197580,0.0,184980.0,360.0,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-25,2018,2,185230,250.0,250.0,197580,0.0,185230.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-26,2018,2,185590,360.0,360.0,197580,0.0,185590.0,360.0,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-27,2018,2,185710,120.0,120.0,197580,0.0,185710.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-28,2018,2,185800,90.0,90.0,197580,0.0,185800.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018,3,185960,160.0,160.0,197580,0.0,185960.0,160.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-02,2018,3,186660,700.0,700.0,197580,0.0,186660.0,700.0,700.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-03,2018,3,187230,570.0,570.0,197580,0.0,187230.0,570.0,570.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-04,2018,3,187670,440.0,440.0,197580,0.0,187670.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-05,2018,3,188330,660.0,660.0,197580,0.0,188330.0,660.0,660.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-06,2018,3,189100,770.0,770.0,197580,0.0,189100.0,770.0,770.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-07,2018,3,189730,630.0,630.0,197580,0.0,189730.0,630.0,630.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-08,2018,3,190050,320.0,320.0,197580,0.0,190050.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-09,2018,3,190220,170.0,170.0,197580,0.0,190220.0,170.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-10,2018,3,190370,150.0,150.0,197580,0.0,190370.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-11,2018,3,190500,130.0,130.0,197580,0.0,190370.0,0.0,0.0,0.0,130.0,0.0,0.0,130.0,0.0,0.0,0.0
2018-03-12,2018,3,190570,70.0,70.0,197580,0.0,190370.0,0.0,0.0,0.0,70.0,0.0,0.0,200.0,0.0,0.0,0.0
2018-03-13,2018,3,190860,290.0,290.0,197580,0.0,190370.0,0.0,0.0,0.0,290.0,0.0,0.0,490.0,0.0,0.0,0.0
2018-03-14,2018,3,192360,1500.0,1500.0,197580,0.0,190370.0,0.0,0.0,0.0,1500.0,0.0,0.0,1990.0,0.0,0.0,0.0
2018-03-15,2018,3,192320,-40.0,0.0,197580,0.0,190370.0,0.0,0.0,0.0,0.0,-40.0,0.0,1990.0,0.0,0.0,-40.0
2018-03-16,2018,3,192950,630.0,630.0,197580,0.0,190370.0,0.0,0.0,0.0,630.0,0.0,0.0,2580.0,0.0,0.0,0.0
2018-03-17,2018,3,193330,380.0,380.0,197580,0.0,190370.0,0.0,0.0,0.0,380.0,0.0,0.0,2960.0,0.0,0.0,0.0
2018-03-18,2018,3,193080,-250.0,0.0,197580,0.0,190370.0,0.0,0.0,0.0,0.0,-250.0,0.0,2960.0,0.0,0.0,-250.0
2018-03-19,2018,3,191870,-1210.0,0.0,197580,0.0,190370.0,0.0,0.0,0.0,0.0,-1210.0,0.0,2710.0,0.0,0.0,-1210.0
2018-03-20,2018,3,190500,-1370.0,0.0,197580,0.0,190370.0,0.0,0.0,0.0,0.0,-1370.0,0.0,1500.0,0.0,0.0,-1370.0
2018-03-21,2018,3,190370,-130.0,0.0,197580,0.0,190370.0,0.0,0.0,0.0,0.0,-130.0,0.0,130.0,0.0,0.0,-130.0
2018-03-22,2018,3,202810,12440.0,12440.0,202810,5230.0,195320.0,4950.0,4950.0,10180.0,2260.0,0.0,5230.0,2260.0,0.0,0.0,0.0
2018-03-23,2018,3,204290,1480.0,1480.0,204290,1480.0,195320.0,0.0,0.0,1480.0,0.0,0.0,6710.0,2260.0,0.0,0.0,0.0
2018-03-24,2018,3,203910,-380.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-380.0,6710.0,2260.0,0.0,-380.0,0.0
2018-03-25,2018,3,204160,250.0,250.0,204290,0.0,195320.0,0.0,0.0,0.0,250.0,0.0,0.0,2510.0,0.0,0.0,0.0
2018-03-26,2018,3,203680,-480.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-480.0,0.0,2510.0,0.0,0.0,-480.0
2018-03-27,2018,3,202960,-720.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-720.0,0.0,2030.0,0.0,0.0,-720.0
2018-03-28,2018,3,202340,-620.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-620.0,0.0,1310.0,0.0,0.0,-620.0
2018-03-29,2018,3,201870,-470.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-470.0,0.0,690.0,0.0,0.0,-470.0
2018-03-30,2018,3,201600,-270.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-270.0,0.0,220.0,-50.0,-50.0,-220.0
2018-03-31,2018,3,201520,-80.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-80.0,0.0,0.0,-80.0,-80.0,0.0
2018-04-01,2018,4,201140,-380.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-380.0,0.0,0.0,-380.0,-380.0,0.0
2018-04-02,2018,4,201100,-40.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-40.0,0.0,0.0,-40.0,-40.0,0.0
2018-04-03,2018,4,200570,-530.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-530.0,0.0,0.0,-530.0,-530.0,0.0
2018-04-04,2018,4,198000,-2570.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-2570.0,0.0,0.0,-2570.0,-2570.0,0.0
2018-04-05,2018,4,195820,-2180.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-2180.0,0.0,0.0,-2180.0,-2180.0,0.0
2018-04-06,2018,4,195320,-500.0,0.0,204290,0.0,195320.0,0.0,0.0,0.0,0.0,-500.0,0.0,0.0,-500.0,-500.0,0.0
2018-04-07,2018,4,201250,5930.0,5930.0,204290,0.0,198240.0,2920.0,2920.0,2920.0,3010.0,0.0,0.0,3010.0,0.0,0.0,0.0
2018-04-08,2018,4,202250,1000.0,1000.0,204290,0.0,198240.0,0.0,0.0,0.0,1000.0,0.0,0.0,4010.0,0.0,0.0,0.0
2018-04-09,2018,4,204840,2590.0,2590.0,204840,550.0,198240.0,0.0,0.0,550.0,2040.0,0.0,550.0,6050.0,0.0,0.0,0.0
2018-04-10,2018,4,205690,850.0,850.0,205690,850.0,198240.0,0.0,0.0,850.0,0.0,0.0,1400.0,6050.0,0.0,0.0,0.0
2018-04-11,2018,4,205500,-190.0,0.0,205690,0.0,198240.0,0.0,0.0,0.0,0.0,-190.0,1400.0,6050.0,0.0,-190.0,0.0
2018-04-12,2018,4,205180,-320.0,0.0,205690,0.0,197910.0,0.0,0.0,0.0,0.0,-320.0,1210.0,6050.0,0.0,-320.0,0.0
2018-04-13,2018,4,205180,0.0,0.0,205690,0.0,196950.0,0.0,0.0,0.0,0.0,0.0,890.0,6050.0,0.0,0.0,0.0
2018-04-14,2018,4,205140,-40.0,0.0,205690,0.0,196950.0,0.0,0.0,0.0,0.0,-40.0,890.0,6050.0,0.0,-40.0,0.0
2018-04-15,2018,4,204860,-280.0,0.0,205690,0.0,196950.0,0.0,0.0,0.0,0.0,-280.0,850.0,6050.0,0.0,-280.0,0.0
2018-04-16,2018,4,204840,-20.0,0.0,205690,0.0,196950.0,0.0,0.0,0.0,0.0,-20.0,570.0,6050.0,0.0,-20.0,0.0
2018-04-17,2018,4,204450,-390.0,0.0,205690,0.0,196800.0,0.0,0.0,0.0,0.0,-390.0,550.0,6050.0,0.0,-390.0,0.0
2018-04-18,2018,4,204070,-380.0,0.0,205690,0.0,196800.0,0.0,0.0,0.0,0.0,-380.0,160.0,6050.0,0.0,-160.0,-220.0
2018-04-19,2018,4,203520,-550.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-550.0,0.0,5830.0,0.0,0.0,-550.0
2018-04-20,2018,4,202490,-1030.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-1030.0,0.0,5280.0,0.0,0.0,-1030.0
2018-04-21,2018,4,201250,-1240.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-1240.0,0.0,4250.0,0.0,0.0,-1240.0
2018-04-22,2018,4,200080,-1170.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-1170.0,0.0,3010.0,0.0,0.0,-1170.0
2018-04-23,2018,4,199140,-940.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-940.0,0.0,1840.0,0.0,0.0,-940.0
2018-04-24,2018,4,198240,-900.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-900.0,0.0,900.0,0.0,0.0,-900.0
2018-04-25,2018,4,198940,700.0,700.0,205690,0.0,196490.0,0.0,0.0,0.0,700.0,0.0,0.0,700.0,0.0,0.0,0.0
2018-04-26,2018,4,200320,1380.0,1380.0,205690,0.0,196490.0,0.0,0.0,0.0,1380.0,0.0,0.0,2080.0,0.0,0.0,0.0
2018-04-27,2018,4,202000,1680.0,1680.0,205690,0.0,196490.0,0.0,0.0,0.0,1680.0,0.0,0.0,3760.0,0.0,0.0,0.0
2018-04-28,2018,4,203820,1820.0,1820.0,205690,0.0,196490.0,0.0,0.0,0.0,1820.0,0.0,0.0,5580.0,0.0,0.0,0.0
2018-04-29,2018,4,205050,1230.0,1230.0,205690,0.0,196490.0,0.0,0.0,0.0,1230.0,0.0,0.0,6810.0,0.0,0.0,0.0
2018-04-30,2018,4,204640,-410.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-410.0,0.0,6810.0,0.0,0.0,-410.0
2018-05-01,2018,5,204360,-280.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-280.0,0.0,6400.0,0.0,0.0,-280.0
2018-05-02,2018,5,204230,-130.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-130.0,0.0,6120.0,0.0,0.0,-130.0
2018-05-03,2018,5,204090,-140.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-140.0,0.0,5990.0,0.0,0.0,-140.0
2018-05-04,2018,5,203800,-290.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-290.0,0.0,5850.0,0.0,0.0,-290.0
2018-05-05,2018,5,203520,-280.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-280.0,0.0,5560.0,0.0,0.0,-280.0
2018-05-06,2018,5,203300,-220.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-220.0,0.0,5280.0,0.0,0.0,-220.0
2018-05-07,2018,5,203100,-200.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-200.0,0.0,5060.0,0.0,0.0,-200.0
2018-05-08,2018,5,201830,-1270.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-1270.0,0.0,4860.0,0.0,0.0,-1270.0
2018-05-09,2018,5,200460,-1370.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-1370.0,0.0,3590.0,0.0,0.0,-1370.0
2018-05-10,2018,5,199290,-1170.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-1170.0,0.0,2220.0,0.0,0.0,-1170.0
2018-05-11,2018,5,197910,-1380.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-1380.0,0.0,1050.0,-330.0,-330.0,-1050.0
2018-05-12,2018,5,196950,-960.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-960.0,0.0,0.0,-960.0,-960.0,0.0
2018-05-13,2018,5,197080,130.0,130.0,205690,0.0,196490.0,0.0,0.0,0.0,130.0,0.0,0.0,130.0,0.0,0.0,0.0
2018-05-14,2018,5,197040,-40.0,0.0,205690,0.0,196490.0,0.0,0.0,0.0,0.0,-40.0,0.0,130.0,0.0,0.0,-40.0
2018-05-15,2018,5,197060,20.0,20.0,205690,0.0,195840.0,0.0,0.0,0.0,20.0,0.0,0.0,110.0,0.0,0.0,0.0
2018-05-16,2018,5,196800,-260.0,0.0,205690,0.0,195470.0,0.0,0.0,0.0,0.0,-260.0,0.0,110.0,-150.0,-150.0,-110.0
2018-05-17,2018,5,196820,20.0,20.0,205690,0.0,195210.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0
2018-05-18,2018,5,196490,-330.0,0.0,205690,0.0,195040.0,0.0,0.0,0.0,0.0,-330.0,0.0,20.0,-310.0,-310.0,-20.0
2018-05-19,2018,5,196780,290.0,290.0,205690,0.0,194820.0,0.0,0.0,0.0,290.0,0.0,0.0,290.0,0.0,0.0,0.0
2018-05-20,2018,5,197120,340.0,340.0,205690,0.0,194260.0,0.0,0.0,0.0,340.0,0.0,0.0,630.0,0.0,0.0,0.0
2018-05-21,2018,5,197670,550.0,550.0,205690,0.0,193830.0,0.0,0.0,0.0,550.0,0.0,0.0,1180.0,0.0,0.0,0.0
2018-05-22,2018,5,198300,630.0,630.0,205690,0.0,193830.0,0.0,0.0,0.0,630.0,0.0,0.0,1810.0,0.0,0.0,0.0
2018-05-23,2018,5,199010,710.0,710.0,205690,0.0,193830.0,0.0,0.0,0.0,710.0,0.0,0.0,2520.0,0.0,0.0,0.0
2018-05-24,2018,5,200130,1120.0,1120.0,205690,0.0,193830.0,0.0,0.0,0.0,1120.0,0.0,0.0,3640.0,0.0,0.0,0.0
2018-05-25,2018,5,201960,1830.0,1830.0,205690,0.0,193830.0,0.0,0.0,0.0,1830.0,0.0,0.0,5470.0,0.0,0.0,0.0
2018-05-26,2018,5,203030,1070.0,1070.0,205690,0.0,193830.0,0.0,0.0,0.0,1070.0,0.0,0.0,6540.0,0.0,0.0,0.0
2018-05-27,2018,5,203190,160.0,160.0,205690,0.0,193830.0,0.0,0.0,0.0,160.0,0.0,0.0,6700.0,0.0,0.0,0.0
2018-05-28,2018,5,203190,0.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,0.0,0.0,6700.0,0.0,0.0,0.0
2018-05-29,2018,5,203120,-70.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-70.0,0.0,6700.0,0.0,0.0,-70.0
2018-05-30,2018,5,203030,-90.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-90.0,0.0,6630.0,0.0,0.0,-90.0
2018-05-31,2018,5,202690,-340.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-340.0,0.0,6540.0,0.0,0.0,-340.0
2018-06-01,2018,6,202250,-440.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-440.0,0.0,6200.0,0.0,0.0,-440.0
2018-06-02,2018,6,202720,470.0,470.0,205690,0.0,193830.0,0.0,0.0,0.0,470.0,0.0,0.0,6230.0,0.0,0.0,0.0
2018-06-03,2018,6,202490,-230.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-230.0,0.0,6230.0,0.0,0.0,-230.0
2018-06-04,2018,6,201800,-690.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-690.0,0.0,6000.0,0.0,0.0,-690.0
2018-06-05,2018,6,201180,-620.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-620.0,0.0,5310.0,0.0,0.0,-620.0
2018-06-06,2018,6,200520,-660.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-660.0,0.0,4690.0,0.0,0.0,-660.0
2018-06-07,2018,6,199750,-770.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-770.0,0.0,4030.0,0.0,0.0,-770.0
2018-06-08,2018,6,198790,-960.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-960.0,0.0,3260.0,0.0,0.0,-960.0
2018-06-09,2018,6,198370,-420.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-420.0,0.0,2300.0,0.0,0.0,-420.0
2018-06-10,2018,6,198090,-280.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-280.0,0.0,1880.0,0.0,0.0,-280.0
2018-06-11,2018,6,197450,-640.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-640.0,0.0,1600.0,0.0,0.0,-640.0
2018-06-12,2018,6,196820,-630.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-630.0,0.0,960.0,0.0,0.0,-630.0
2018-06-13,2018,6,195840,-980.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-980.0,0.0,330.0,-650.0,-650.0,-330.0
2018-06-14,2018,6,195470,-370.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-370.0,0.0,0.0,-370.0,-370.0,0.0
2018-06-15,2018,6,195210,-260.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-260.0,0.0,0.0,-260.0,-260.0,0.0
2018-06-16,2018,6,195040,-170.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-170.0,0.0,0.0,-170.0,-170.0,0.0
2018-06-17,2018,6,194820,-220.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-220.0,0.0,0.0,-220.0,-220.0,0.0
2018-06-18,2018,6,194260,-560.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-560.0,0.0,0.0,-560.0,-560.0,0.0
2018-06-19,2018,6,193830,-430.0,0.0,205690,0.0,193830.0,0.0,0.0,0.0,0.0,-430.0,0.0,0.0,-430.0,-430.0,0.0
2018-06-20,2018,6,194110,280.0,280.0,205690,0.0,194110.0,280.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-21,2018,6,194520,410.0,410.0,205690,0.0,194520.0,410.0,410.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-22,2018,6,194930,410.0,410.0,205690,0.0,194930.0,410.0,410.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-23,2018,6,195360,430.0,430.0,205690,0.0,195360.0,430.0,430.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-24,2018,6,195820,460.0,460.0,205690,0.0,195820.0,460.0,460.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-25,2018,6,196430,610.0,610.0,205690,0.0,196430.0,610.0,610.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
